spanish	english	pos	cefr	tags
código postal	postal, zip code	phrase	A2.2	MWU
dar cuenta	to account for	phrase	A2.2	MWU|finance
dar igual	to not matter	phrase	A2.2	MWU
dar la bienvenida	to welcome	phrase	A2.2	MWU
dar las gracias	to thank	phrase	A2.2	MWU|comparison
dar permiso	to give permission	phrase	A2.2	MWU|work
darse cuenta	to realize	phrase	A2.2	MWU
debido a	due to	phrase	A2.2	MWU
defectuosa	defective		A2.2	
dejar prestado	to lend	phrase	A2.2	MWU
democracia	democracy		A2.2	
depósito	deposit		A2.2	finance
derechos	rights	adv	A2.2	
descolgar	to pick up	adv	A2.2	
descuidada	careless		A2.2	
desde luego	certainly	phrase	A2.2	MWU
desempleada	unemployed		A2.2	
desfile	parade		A2.2	
deshacer las maletas	to unpack	phrase	A2.2	MWU|travel
deshonesta	dishonest		A2.2	
desigualdad	inequality	noun	A2.2	
desodorante	deodorant		A2.2	
despido	dismissal, firing		A2.2	
destinatario	recipient		A2.2	
desvío	detour		A2.2	
devolución	return		A2.2	
diarrea	diarrhea		A2.2	
dibujos animados	cartoons	phrase	A2.2	MWU|media
dictadura	dictatorship		A2.2	
dirán	they will say		A2.2	
discurso	speech		A2.2	
diseñadora	designer		A2.2	
documental	documentary	noun	A2.2	work
dolor de cabeza	headache	phrase	A2.2	MWU|health
dolor de estómago	stomachache	phrase	A2.2	MWU|health
dolor de garganta	sore throat	phrase	A2.2	MWU
dolor de muelas	toothache	phrase	A2.2	MWU
drama	drama		A2.2	media
dudo que	I doubt that...	phrase	A2.2	MWU
débil	weak		A2.2	
Día de los Muertos	Day of the Dead	phrase	A2.2	MWU
echar de menos	to miss someone	phrase	A2.2	MWU
egoísta	selfish		A2.2	nature
elecciones	elections	noun	A2.2	
electricista	electrician		A2.2	
embotellamiento	traffic jam		A2.2	
emisión	broadcast		A2.2	media
empresaria	businessman, businesswoman	noun	A2.2	work
en contra	against	phrase	A2.2	MWU
en general	in general	phrase	A2.2	MWU
en particular	in particular	phrase	A2.2	MWU|media
en realidad	actually	connector	A2.2	MWU|discourse
enfermedad	illness, disease	noun	A2.2	nature
entregar	to deliver	verb	A2.2	
entrevista de trabajo	job interview	phrase	A2.2	MWU|travel
episodio	episode		A2.2	media
es importante que	it's important that...	phrase	A2.2	MWU
es necesario que	it's necessary that...	phrase	A2.2	MWU
es posible que	it's possible that...	phrase	A2.2	MWU
es probable que	it's likely that...	phrase	A2.2	MWU
escalas	layover, stopover		A2.2	travel
espero que	I hope that...	phrase	A2.2	MWU
estacionamiento	parking		A2.2	
estar de acuerdo	to agree	phrase	A2.2	MWU
estar en contra	to be against	phrase	A2.2	MWU
estaré	I will be		A2.2	
estilo	style		A2.2	
etiqueta	label, tag		A2.2	
extracción	withdrawal		A2.2	finance
extraviado	lost		A2.2	
extrovertida	extroverted		A2.2	
fabricante	manufacturer		A2.2	
falsificación	counterfeit		A2.2	
felicitación	congratulation	noun	A2.2	
firma	signature		A2.2	nature
fuerte	strong		A2.2	
fuga de agua	water leak	phrase	A2.2	MWU|nature
funeral	funeral		A2.2	
garantía	warranty, guarantee		A2.2	finance
gasolinera	gas station	noun	A2.2	
generosa	generous		A2.2	
gobierno	government	noun	A2.2	
goteo	leak, drip		A2.2	
grabación	recording		A2.2	media
graciosa	funny		A2.2	
graduación	graduation	noun	A2.2	
grieta	crack		A2.2	
gripe	flu		A2.2	
guerra	war		A2.2	
hacer caso	to pay attention	phrase	A2.2	MWU
hacer daño	to hurt	phrase	A2.2	MWU
hacer falta	to need	phrase	A2.2	MWU
hacer las maletas	to pack	phrase	A2.2	MWU|travel
haremos	we will do		A2.2	
harían	they would do		A2.2	
herida	wound		A2.2	
hipoteca	mortgage		A2.2	finance
honesta	honest		A2.2	
horas extras	overtime	phrase	A2.2	MWU
impaciente	impatient		A2.2	
impuesto	tax		A2.2	
informar	to inform	verb	A2.2	
ingeniera	engineer		A2.2	
inmadura	immature		A2.2	
inquilina	tenant		A2.2	
insegura	insecure		A2.2	
insensible	insensitive		A2.2	
instrucciones de uso	instructions for use	phrase	A2.2	MWU
inteligente	intelligent		A2.2	
inversión	investment	noun	A2.2	finance
inyección	injection	noun	A2.2	
irresponsable	irresponsible		A2.2	
irás	you will go		A2.2	
iríamos	we would go		A2.2	
jabón	soap		A2.2	
jardinera	gardener		A2.2	home
joyería	jewelry		A2.2	
jubilada	retired		A2.2	
jueza	judge		A2.2	
justicia	justice		A2.2	
ley	law		A2.2	
libertad	freedom		A2.2	
llamada perdida	missed call	phrase	A2.2	MWU|work
llamar la atención	to attract attention	phrase	A2.2	MWU
loca	crazy		A2.2	
loción	lotion	noun	A2.2	
límite de velocidad	speed limit	phrase	A2.2	MWU
línea ocupada	busy line	phrase	A2.2	MWU
madura	mature		A2.2	
mal	to make a good, bad impression	verb	A2.2	
maletero	trunk, boot		A2.2	
mantenimiento	maintenance		A2.2	
manual	manual		A2.2	
maquillaje	makeup	adv	A2.2	
maquillar	to apply makeup	adv	A2.2	
marca	brand		A2.2	
marcar	to dial	verb	A2.2	
mareada	dizzy		A2.2	
marinera	sailor		A2.2	
me alegro de que	I'm glad that...	phrase	A2.2	MWU
me gustaría	I would like	phrase	A2.2	MWU
me molesta que	it bothers me that...	phrase	A2.2	MWU
me sorprende que	it surprises me that...	phrase	A2.2	MWU
mecánica	mechanic		A2.2	
mentirosa	liar		A2.2	
militar	military person		A2.2	society
moda	fashion		A2.2	
modelo	model		A2.2	
mudanza	move, moving		A2.2	
multa	fine, ticket		A2.2	travel
navegador	GPS, navigator		A2.2	
Navidad	Christmas		A2.2	
nerviosa	nervous		A2.2	
no creo que	I don't think that...	phrase	A2.2	MWU
no obstante	nevertheless	connector	A2.2	MWU|discourse
número equivocado	wrong number	phrase	A2.2	MWU
obligar	to force, obligate	verb	A2.2	
operación	operation	noun	A2.2	
optimista	optimistic		A2.2	
original	original		A2.2	
oyente	listener		A2.2	media
paciente	patient		A2.2	
pacífica	peaceful		A2.2	
panadera	baker		A2.2	
paquete	package		A2.2	
partido político	political party	phrase	A2.2	MWU|media
Pascua	Easter		A2.2	
pasillo	aisle, hallway		A2.2	
pasta de dientes	toothpaste	phrase	A2.2	MWU
pastilla	pill		A2.2	
paz	peace		A2.2	
peaje	toll		A2.2	
pedir perdón	to apologize	phrase	A2.2	MWU
pedir prestado	to borrow	phrase	A2.2	MWU
peinar	to comb	verb	A2.2	
peine	comb		A2.2	
peluquera	hairdresser		A2.2	health
peluquería	hair salon		A2.2	health
perezosa	lazy		A2.2	
perfume	perfume		A2.2	
periodista	journalist		A2.2	
periódico	newspaper		A2.2	
permitir	to allow	verb	A2.2	
pescadora	fisher		A2.2	nature
pesimista	pessimistic		A2.2	
piloto	pilot		A2.2	
pintura	paint		A2.2	health
plomero	plumber		A2.2	
pobreza	poverty		A2.2	
podrás	you will be able to		A2.2	
policía	police officer		A2.2	work
política	politics, policy		A2.2	
ponerse de acuerdo	to agree, reach an agreement	phrase	A2.2	MWU
por eso	therefore	connector	A2.2	MWU|discourse
por lo menos	at least	phrase	A2.2	MWU
por lo tanto	therefore	connector	A2.2	MWU|discourse
posponer	to postpone	verb	A2.2	
presidenta	president		A2.2	
primera clase	first class	phrase	A2.2	MWU|education|reflexive
primera ministra	prime minister	phrase	A2.2	MWU
producto	product		A2.2	
profesión	profession		A2.2	
programa en vivo	live program	phrase	A2.2	MWU|tech
programadora	programmer		A2.2	tech
prohibir	to prohibit	verb	A2.2	
propietaria	owner		A2.2	home
préstamo	loan		A2.2	finance
psicóloga	psychologist		A2.2	
publicidad	advertising		A2.2	media
pulsera	bracelet		A2.2	
quedarse con	to keep	phrase	A2.2	MWU
queja	complaint		A2.2	
quiero que	I want that...	phrase	A2.2	MWU
radar	radar		A2.2	
recepcionista	receptionist	noun	A2.2	travel
receptor	receiver		A2.2	
receta médica	prescription	phrase	A2.2	MWU|health
reclamación	claim		A2.2	
recomendar	to recommend	verb	A2.2	
reembolso	refund		A2.2	finance
reloj de pulsera	wristwatch	phrase	A2.2	MWU
remitente	sender		A2.2	
renovar	to renew	verb	A2.2	
reparación	repair		A2.2	nature
responsable	responsible		A2.2	
revista	magazine		A2.2	
riqueza	wealth		A2.2	
romántica	romantic		A2.2	media
rotonda	roundabout		A2.2	
ruptura	breakage		A2.2	
sabrá	he, she will know		A2.2	time
salario	salary		A2.2	work
salón de belleza	beauty salon	phrase	A2.2	MWU
sangre	blood		A2.2	
se alquila	it is rented	phrase	A2.2	MWU|home|reflexive
se busca	one seeks, it is sought	phrase	A2.2	MWU|reflexive
se considera	one considers, it is considered	phrase	A2.2	MWU|reflexive
se dice	one says, it is said	phrase	A2.2	MWU|reflexive
se habla	one speaks, it is spoken	phrase	A2.2	MWU|reflexive
se necesita	one needs, it is needed	phrase	A2.2	MWU|reflexive
se permite	it is allowed	phrase	A2.2	MWU|reflexive
se prohíbe	it is forbidden	phrase	A2.2	MWU|reflexive
se recomienda	one recommends, it is recommended	phrase	A2.2	MWU|reflexive
se vende	it is sold	phrase	A2.2	MWU|reflexive
secador de pelo	hair dryer	phrase	A2.2	MWU|health
secretaria	secretary		A2.2	
segura	confident		A2.2	
seguro de viaje	travel insurance	phrase	A2.2	MWU|travel
seguro médico	health insurance	phrase	A2.2	MWU|health
sello	stamp		A2.2	
sensible	sensitive		A2.2	
seria	serious		A2.2	
serie	series		A2.2	media
señal de tráfico	traffic sign	phrase	A2.2	MWU
sin duda	without doubt	phrase	A2.2	MWU
sin embargo	however	connector	A2.2	MWU|discourse
sincera	sincere		A2.2	time
sobre todo	above all, especially	phrase	A2.2	MWU
sugerir	to suggest	verb	A2.2	
suscripción	subscription	noun	A2.2	
tacaña	stingy		A2.2	
talla	size		A2.2	
tarjeta	card		A2.2	
tarjeta de crédito	credit card	phrase	A2.2	MWU|finance
tarjeta de débito	debit card	phrase	A2.2	MWU|finance
te compraría	I would buy you	phrase	A2.2	MWU
telediario	news program		A2.2	tech
tendré	I will have		A2.2	
tener en cuenta	to take into account	phrase	A2.2	MWU|finance
tener razón	to be right	phrase	A2.2	MWU
tener suerte	to be lucky	phrase	A2.2	MWU
terror	horror		A2.2	media
thriller	thriller		A2.2	media
titular	headline		A2.2	health
toalla	towel		A2.2	
tonta	silly, stupid	adv	A2.2	
tos	cough		A2.2	
trabajadora	hardworking		A2.2	
tradición	tradition	noun	A2.2	
traductora	translator		A2.2	
tramitar	to process	verb	A2.2	
tranquila	calm		A2.2	
transbordo	transfer		A2.2	finance
transferencia	transfer		A2.2	finance
transmisor	transmitter		A2.2	
tráfico	traffic		A2.2	
turística	tour guide		A2.2	
tímida	shy		A2.2	
vacaciones pagadas	paid vacation	phrase	A2.2	MWU|travel
valiente	brave		A2.2	
vecindario	neighborhood		A2.2	home
vendedora	salesperson		A2.2	society
vendrá	he, she will come		A2.2	
vendría	he, she would come		A2.2	
ventanilla	window seat		A2.2	nature
veremos	we will see		A2.2	
viaje de negocios	business trip	phrase	A2.2	MWU|travel
vivirán	they will live		A2.2	
vómito	vomit		A2.2	
¡di!	say!		A2.2	
¡haz!	do!		A2.2	
¡no bebas!	don't drink!	phrase	A2.2	MWU
¡no comas!	don't eat!	phrase	A2.2	MWU
¡no digas!	don't say!	phrase	A2.2	MWU
¡no hables!	don't speak!	phrase	A2.2	MWU
¡no hagas!	don't do!	phrase	A2.2	MWU
¡no salgas!	don't go out!	phrase	A2.2	MWU
¡no vengas!	don't come!	phrase	A2.2	MWU
¡pon!	put!		A2.2	
¡sal!	go out!		A2.2	
¡sé!	be!		A2.2	
¡ten!	have, take!		A2.2	
¡ve!	go!		A2.2	
¡ven!	come!		A2.2	
