spanish	english	pos	cefr	tags
sentirse	to feel, to feel (reflexive)	verb	A2.1	health|reflexive
separación	separation	noun	A2.1	society
sitio web	website	phrase	A2.1	MWU|tech
snowboard	snowboarding		A2.1	sports|time
sobrina	nephew, niece		A2.1	society
solicitud	application	noun	A2.1	work
soltera	single		A2.1	society
sorprenderse	to be surprised	verb	A2.1	reflexive
sorpresa	surprise		A2.1	
suegra	father-in-law, mother-in-law		A2.1	society
sueldo	salary	noun	A2.1	work
surf	surfing		A2.1	sports
surfear	to surf	verb	A2.1	
suspender	to fail	verb	A2.1	
tamaño	size		A2.1	
tarea	homework, task	noun	A2.1	education|home
tarjeta de embarque	boarding pass	phrase	A2.1	MWU|travel
tejer	to knit	verb	A2.1	
temperatura	temperature		A2.1	
tierra	earth, soil		A2.1	food
tigre	tiger		A2.1	nature
tiro con arco	archery	phrase	A2.1	MWU|sports
tiza	chalk		A2.1	
tocar un instrumento	to play an instrument	phrase	A2.1	MWU|media
torneo	tournament	noun	A2.1	sports
traductor	translator		A2.1	
triatlón	triathlon		A2.1	sports
tristeza	sadness	noun	A2.1	
trofeo	trophy		A2.1	sports
trozo	piece		A2.1	
turismo	tourism	noun	A2.1	travel
turista	tourist	noun	A2.1	travel
tía	uncle, aunt		A2.1	society
usuario	user	noun	A2.1	tech
vaca	cow		A2.1	nature
valle	valley		A2.1	nature
vecina	neighbor		A2.1	home
vela	sailing		A2.1	sports
vergüenza	shame, embarrassment	noun	A2.1	
viajar	to travel	verb	A2.1	travel
visado	visa		A2.1	travel
visita	visit		A2.1	
visitar	to visit	verb	A2.1	society|travel
vista	view		A2.1	travel
viuda	widowed		A2.1	society
voleibol	volleyball		A2.1	sports
yerno	son-in-law		A2.1	society
yoga	yoga		A2.1	
zorro	fox		A2.1	nature
árbol	tree	noun	A2.1	nature
a causa de	because of	phrase	A2.2	MWU
a favor	in favor	phrase	A2.2	MWU
a lo mejor	maybe	phrase	A2.2	MWU
a pesar de	despite	connector	A2.2	MWU|discourse
abogada	lawyer		A2.2	
accidente	accident		A2.2	
acción	action	noun	A2.2	media
acondicionador	conditioner	noun	A2.2	
aconsejar	to advise	verb	A2.2	
adelantar	to advance, overtake	verb	A2.2	
adelanto	advance		A2.2	
advertir	to warn	verb	A2.2	
afeitadora	razor		A2.2	
afeitar	to shave	verb	A2.2	
agresiva	aggressive		A2.2	
agricultora	farmer	adv	A2.2	health
aire acondicionado	air conditioning	phrase	A2.2	MWU|nature|travel
al contrario	on the contrary	phrase	A2.2	MWU
alergia	allergy	noun	A2.2	health
alquilar un coche	to rent a car	phrase	A2.2	MWU|home
altruista	altruistic		A2.2	
amable	kind	adj	A2.2	
anillo	ring		A2.2	
aniversario	anniversary		A2.2	
antipática	unfriendly		A2.2	society
anuncio	advertisement	noun	A2.2	media
aretes	earrings		A2.2	health
arquitecta	architect		A2.2	
artículo	article		A2.2	media
ascenso	promotion	noun	A2.2	
asiento	seat		A2.2	nature
asignar	to assign	verb	A2.2	
audiencia	audience		A2.2	media
autopista	highway		A2.2	
auxiliar de vuelo	flight attendant	phrase	A2.2	MWU
aventura	adventure	noun	A2.2	media
avería	breakdown, malfunction	adv	A2.2	
Año Nuevo	New Year	phrase	A2.2	MWU|health
bailarina	dancer		A2.2	
bautizo	baptism		A2.2	
boletín	bulletin		A2.2	media
bombera	firefighter		A2.2	nature
brindis	toast		A2.2	
buzón	mailbox		A2.2	
buzón de voz	voicemail	phrase	A2.2	MWU|work
caducar	to expire	verb	A2.2	
cajera	cashier		A2.2	
cajero automático	ATM	phrase	A2.2	MWU|finance
calefacción	heating		A2.2	
calzado	footwear		A2.2	health
camarera	waiter, waitress		A2.2	food
canal	channel	noun	A2.2	media
cantante	singer		A2.2	
carnaval	carnival	noun	A2.2	media
carnicera	butcher		A2.2	
carpintera	carpenter		A2.2	
carretera	road		A2.2	
carta	letter, menu	noun	A2.2	food
cepillo	brush		A2.2	
cepillo de dientes	toothbrush	phrase	A2.2	MWU
ceremonia	ceremony		A2.2	
champú	shampoo		A2.2	
ciencia ficción	science fiction	phrase	A2.2	MWU|media
científica	scientist		A2.2	
cirugía	surgery		A2.2	
ciudadana	citizen		A2.2	
clase ejecutiva	business class	phrase	A2.2	MWU|education
clase turista	economy class	phrase	A2.2	MWU|education
cobarde	coward		A2.2	nature
cocinera	cook		A2.2	
collar	necklace		A2.2	
comedia	comedy	noun	A2.2	media
comprobar	to check, verify	verb	A2.2	
comunicar	to communicate	verb	A2.2	work
conductora	driver		A2.2	travel
conflicto	conflict		A2.2	
consulta	consultation	noun	A2.2	
contable	accountant		A2.2	finance
contrato de arrendamiento	lease, rental agreement	phrase	A2.2	MWU|home
convivencia	coexistence		A2.2	
correo	mail		A2.2	
corte de pelo	haircut	phrase	A2.2	MWU|health
cortocircuito	short circuit		A2.2	
cosmética	cosmetics		A2.2	
costumbre	custom		A2.2	
crema	cream		A2.2	
cruce	crossing, intersection	noun	A2.2	
crítica	review, criticism		A2.2	travel
cuarto de baño	bathroom	phrase	A2.2	MWU|home
cuenta bancaria	bank account	phrase	A2.2	MWU|finance
cuenta corriente	checking account	phrase	A2.2	MWU|finance
cuenta de ahorros	savings account	phrase	A2.2	MWU|finance
cuerda	sane		A2.2	
cuidadosa	careful		A2.2	
curiosa	curious		A2.2	
código postal	postal, zip code	phrase	A2.2	MWU
dar cuenta	to account for	phrase	A2.2	MWU|finance
dar igual	to not matter	phrase	A2.2	MWU
dar la bienvenida	to welcome	phrase	A2.2	MWU
dar las gracias	to thank	phrase	A2.2	MWU|comparison
dar permiso	to give permission	phrase	A2.2	MWU|work
darse cuenta	to realize	phrase	A2.2	MWU
debido a	due to	phrase	A2.2	MWU
defectuosa	defective		A2.2	
dejar prestado	to lend	phrase	A2.2	MWU
democracia	democracy		A2.2	
depósito	deposit		A2.2	finance
derechos	rights	adv	A2.2	
descolgar	to pick up	adv	A2.2	
descuidada	careless		A2.2	
desde luego	certainly	phrase	A2.2	MWU
desempleada	unemployed		A2.2	
desfile	parade	noun	A2.2	media
deshacer las maletas	to unpack	phrase	A2.2	MWU|travel
deshonesta	dishonest		A2.2	
desigualdad	inequality	noun	A2.2	
desodorante	deodorant		A2.2	
despido	dismissal, firing		A2.2	
destinatario	recipient		A2.2	
desvío	detour		A2.2	
devolución	return		A2.2	
diarrea	diarrhea		A2.2	
dibujos animados	cartoons	phrase	A2.2	MWU|media
dictadura	dictatorship		A2.2	
dirán	they will say		A2.2	
discurso	speech		A2.2	
diseñadora	designer		A2.2	
documental	documentary	noun	A2.2	media|work
dolor de cabeza	headache	phrase	A2.2	MWU|health
dolor de estómago	stomachache	phrase	A2.2	MWU|health
dolor de garganta	sore throat	phrase	A2.2	MWU
dolor de muelas	toothache	phrase	A2.2	MWU
drama	drama	noun	A2.2	media
dudo que	I doubt that...	phrase	A2.2	MWU
débil	weak	adj	A2.2	health
Día de los Muertos	Day of the Dead	phrase	A2.2	MWU
echar de menos	to miss someone	phrase	A2.2	MWU
egoísta	selfish	adj	A2.2	nature
elecciones	elections	noun	A2.2	
electricista	electrician		A2.2	
embotellamiento	traffic jam		A2.2	
emisión	broadcast		A2.2	media
empresaria	businessman, businesswoman	noun	A2.2	work
en contra	against	phrase	A2.2	MWU
en general	in general	phrase	A2.2	MWU
en particular	in particular	phrase	A2.2	MWU|media
en realidad	actually	connector	A2.2	MWU|discourse
enfermedad	illness, disease	noun	A2.2	health|nature
entregar	to deliver, to turn in	verb	A2.2	education
entrevista de trabajo	job interview	phrase	A2.2	MWU|travel
episodio	episode	noun	A2.2	media
es importante que	it's important that...	phrase	A2.2	MWU
es necesario que	it's necessary that...	phrase	A2.2	MWU
es posible que	it's possible that...	phrase	A2.2	MWU
es probable que	it's likely that...	phrase	A2.2	MWU
escalas	layover, stopover		A2.2	travel
espero que	I hope that...	phrase	A2.2	MWU
estacionamiento	parking		A2.2	
estar de acuerdo	to agree	phrase	A2.2	MWU
estar en contra	to be against	phrase	A2.2	MWU
estaré	I will be		A2.2	
estilo	style		A2.2	
etiqueta	label, tag		A2.2	
extracción	withdrawal		A2.2	finance
extraviado	lost		A2.2	
extrovertida	extroverted		A2.2	
fabricante	manufacturer		A2.2	
falsificación	counterfeit		A2.2	
felicitación	congratulation	noun	A2.2	
firma	signature		A2.2	nature
fuerte	strong	adj	A2.2	health
fuga de agua	water leak	phrase	A2.2	MWU|nature
funeral	funeral		A2.2	
garantía	warranty, guarantee		A2.2	finance
gasolinera	gas station	noun	A2.2	
generosa	generous		A2.2	
gobierno	government	noun	A2.2	work
goteo	leak, drip		A2.2	
grabación	recording		A2.2	media
graciosa	funny		A2.2	
graduación	graduation	noun	A2.2	
grieta	crack		A2.2	
gripe	flu	noun	A2.2	health
guerra	war		A2.2	
hacer caso	to pay attention	phrase	A2.2	MWU
hacer daño	to hurt	phrase	A2.2	MWU
hacer falta	to need	phrase	A2.2	MWU
hacer las maletas	to pack	phrase	A2.2	MWU|travel
haremos	we will do		A2.2	
harían	they would do		A2.2	
herida	wound	noun	A2.2	health
hipoteca	mortgage		A2.2	finance
honesta	honest		A2.2	
horas extras	overtime	phrase	A2.2	MWU
impaciente	impatient	adj	A2.2	
impuesto	tax		A2.2	
informar	to inform	verb	A2.2	
ingeniera	engineer		A2.2	
inmadura	immature		A2.2	
inquilina	tenant		A2.2	
insegura	insecure		A2.2	
insensible	insensitive		A2.2	
instrucciones de uso	instructions for use	phrase	A2.2	MWU
inteligente	intelligent	adj	A2.2	
inversión	investment	noun	A2.2	finance
inyección	injection	noun	A2.2	
irresponsable	irresponsible	adj	A2.2	
irás	you will go		A2.2	
iríamos	we would go		A2.2	
jabón	soap		A2.2	
jardinera	gardener		A2.2	home
joyería	jewelry		A2.2	
jubilada	retired		A2.2	
jueza	judge		A2.2	
justicia	justice		A2.2	
ley	law		A2.2	
libertad	freedom		A2.2	
llamada perdida	missed call	phrase	A2.2	MWU|work
llamar la atención	to attract attention	phrase	A2.2	MWU
loca	crazy		A2.2	
loción	lotion	noun	A2.2	
límite de velocidad	speed limit	phrase	A2.2	MWU
línea ocupada	busy line	phrase	A2.2	MWU
madura	mature		A2.2	
mal	to make a good, bad impression, badly	verb	A2.2	
maletero	trunk, boot		A2.2	
mantenimiento	maintenance		A2.2	
manual	manual		A2.2	
maquillaje	makeup	adv	A2.2	
maquillar	to apply makeup	adv	A2.2	
marca	brand		A2.2	
marcar	to dial	verb	A2.2	
mareada	dizzy		A2.2	
marinera	sailor		A2.2	
me alegro de que	I'm glad that...	phrase	A2.2	MWU
me gustaría	I would like	phrase	A2.2	MWU
me molesta que	it bothers me that...	phrase	A2.2	MWU
me sorprende que	it surprises me that...	phrase	A2.2	MWU
mecánica	mechanic		A2.2	
mentirosa	liar		A2.2	
militar	military person		A2.2	society
moda	fashion		A2.2	
modelo	model		A2.2	
mudanza	move, moving		A2.2	
multa	fine, ticket		A2.2	travel
navegador	GPS, navigator		A2.2	
Navidad	Christmas		A2.2	
nerviosa	nervous		A2.2	
no creo que	I don't think that...	phrase	A2.2	MWU
no obstante	nevertheless	connector	A2.2	MWU|discourse
número equivocado	wrong number	phrase	A2.2	MWU
obligar	to force, obligate	verb	A2.2	
operación	operation	noun	A2.2	
optimista	optimistic	adj	A2.2	
original	original	adj	A2.2	media
oyente	listener		A2.2	media
paciente	patient	adj	A2.2	
pacífica	peaceful		A2.2	
panadera	baker		A2.2	
paquete	package	noun	A2.2	travel
partido político	political party	phrase	A2.2	MWU|media
Pascua	Easter		A2.2	
pasillo	aisle, hallway		A2.2	
pasta de dientes	toothpaste	phrase	A2.2	MWU
pastilla	pill	noun	A2.2	health
paz	peace		A2.2	
peaje	toll		A2.2	
pedir perdón	to apologize	phrase	A2.2	MWU
pedir prestado	to borrow	phrase	A2.2	MWU
peinar	to comb	verb	A2.2	
peine	comb		A2.2	
peluquera	hairdresser		A2.2	health
peluquería	hair salon		A2.2	health
perezosa	lazy		A2.2	
perfume	perfume		A2.2	
periodista	journalist		A2.2	
periódico	newspaper	noun	A2.2	media
permitir	to allow	verb	A2.2	
pescadora	fisher		A2.2	nature
pesimista	pessimistic	adj	A2.2	
piloto	pilot		A2.2	
pintura	paint		A2.2	health
plomero	plumber		A2.2	
pobreza	poverty		A2.2	
podrás	you will be able to		A2.2	
policía	police officer	noun	A2.2	education|work
política	politics, policy		A2.2	
ponerse de acuerdo	to agree, reach an agreement	phrase	A2.2	MWU
por eso	therefore, that's why	connector	A2.2	MWU|discourse
por lo menos	at least	phrase	A2.2	MWU
por lo tanto	therefore	connector	A2.2	MWU|discourse
posponer	to postpone	verb	A2.2	
presidenta	president		A2.2	
primera clase	first class	phrase	A2.2	MWU|education|reflexive
primera ministra	prime minister	phrase	A2.2	MWU
producto	product		A2.2	
profesión	profession	noun	A2.2	work
programa en vivo	live program	phrase	A2.2	MWU|tech
programadora	programmer		A2.2	tech
prohibir	to prohibit	verb	A2.2	
propietaria	owner		A2.2	home
préstamo	loan		A2.2	finance
psicóloga	psychologist		A2.2	
publicidad	advertising	noun	A2.2	media
pulsera	bracelet		A2.2	
quedarse con	to keep	phrase	A2.2	MWU
queja	complaint		A2.2	
quiero que	I want that...	phrase	A2.2	MWU
radar	radar		A2.2	
recepcionista	receptionist	noun	A2.2	travel|work
receptor	receiver		A2.2	
receta médica	prescription	phrase	A2.2	MWU|health
reclamación	claim		A2.2	
recomendar	to recommend	verb	A2.2	food|media
reembolso	refund		A2.2	finance
reloj de pulsera	wristwatch	phrase	A2.2	MWU
remitente	sender		A2.2	
renovar	to renew	verb	A2.2	
reparación	repair		A2.2	nature
responsable	responsible	adj	A2.2	
revista	magazine	noun	A2.2	media
riqueza	wealth		A2.2	
romántica	romantic		A2.2	media
rotonda	roundabout		A2.2	
ruptura	breakage		A2.2	
sabrá	he, she will know		A2.2	time
salario	salary	noun	A2.2	work
salón de belleza	beauty salon	phrase	A2.2	MWU
sangre	blood	noun	A2.2	health
se alquila	it is rented	phrase	A2.2	MWU|home|reflexive
se busca	one seeks, it is sought	phrase	A2.2	MWU|reflexive
se considera	one considers, it is considered	phrase	A2.2	MWU|reflexive
se dice	one says, it is said	phrase	A2.2	MWU|reflexive
se habla	one speaks, it is spoken	phrase	A2.2	MWU|reflexive
se necesita	one needs, it is needed	phrase	A2.2	MWU|reflexive
se permite	it is allowed	phrase	A2.2	MWU|reflexive
se prohíbe	it is forbidden	phrase	A2.2	MWU|reflexive
se recomienda	one recommends, it is recommended	phrase	A2.2	MWU|reflexive
se vende	it is sold	phrase	A2.2	MWU|reflexive
secador de pelo	hair dryer	phrase	A2.2	MWU|health
secretaria	secretary		A2.2	
segura	confident		A2.2	
seguro de viaje	travel insurance	phrase	A2.2	MWU|travel
seguro médico	health insurance	phrase	A2.2	MWU|health
sello	stamp		A2.2	
sensible	sensitive		A2.2	
seria	serious		A2.2	
serie	series	noun	A2.2	media
señal de tráfico	traffic sign	phrase	A2.2	MWU
sin duda	without doubt	phrase	A2.2	MWU
sin embargo	however	connector	A2.2	MWU|discourse
sincera	sincere		A2.2	time
sobre todo	above all, especially	phrase	A2.2	MWU
sugerir	to suggest	verb	A2.2	
suscripción	subscription	noun	A2.2	
tacaña	stingy		A2.2	
talla	size		A2.2	
tarjeta	card, key card	noun	A2.2	travel
tarjeta de crédito	credit card	phrase	A2.2	MWU|finance
tarjeta de débito	debit card	phrase	A2.2	MWU|finance
te compraría	I would buy you	phrase	A2.2	MWU
telediario	news program		A2.2	tech
tendré	I will have		A2.2	
tener en cuenta	to take into account	phrase	A2.2	MWU|finance
tener razón	to be right	phrase	A2.2	MWU
tener suerte	to be lucky	phrase	A2.2	MWU
terror	horror	noun	A2.2	media
thriller	thriller		A2.2	media
titular	headline		A2.2	health
toalla	towel		A2.2	
tonta	silly, stupid	adv	A2.2	
tos	cough	noun	A2.2	health
trabajadora	hardworking		A2.2	
tradición	tradition	noun	A2.2	
traductora	translator		A2.2	
tramitar	to process	verb	A2.2	
tranquila	calm		A2.2	
transbordo	transfer		A2.2	finance
transferencia	transfer		A2.2	finance
transmisor	transmitter		A2.2	
tráfico	traffic		A2.2	
turística	tour guide		A2.2	
tímida	shy		A2.2	
vacaciones pagadas	paid vacation	phrase	A2.2	MWU|travel
valiente	brave		A2.2	
vecindario	neighborhood		A2.2	home
vendedora	salesperson		A2.2	society
vendrá	he, she will come		A2.2	
vendría	he, she would come		A2.2	
ventanilla	window seat		A2.2	nature
veremos	we will see		A2.2	
viaje de negocios	business trip	phrase	A2.2	MWU|travel
vivirán	they will live		A2.2	
vómito	vomit		A2.2	
¡di!	say!		A2.2	
¡haz!	do!		A2.2	
¡no bebas!	don't drink!	phrase	A2.2	MWU
¡no comas!	don't eat!	phrase	A2.2	MWU
¡no digas!	don't say!	phrase	A2.2	MWU
¡no hables!	don't speak!	phrase	A2.2	MWU
¡no hagas!	don't do!	phrase	A2.2	MWU
¡no salgas!	don't go out!	phrase	A2.2	MWU
¡no vengas!	don't come!	phrase	A2.2	MWU
¡pon!	put!		A2.2	
¡sal!	go out!		A2.2	
¡sé!	be!		A2.2	
¡ten!	have, take!		A2.2	
¡ve!	go!		A2.2	
¡ven!	come!		A2.2	
---------	-------------------		A1.1	colors|countries|education|food|health|home|media|nature|society|tech|time|travel|work
nosotros	we	pron	A1.1	
ellos	they	pron	A1.1	
la	her, it (feminine)	pron	A1.1	
le	to him, to her	pron	A1.1	
los	them (masculine)	pron	A1.1	
las	them (feminine)	pron	A1.1	
les	to them	pron	A1.1	
mi	my	det	A1.1	
tu	your (informal)	det	A1.1	
nuestro	our	det	A1.1	
este	this	det	A1.1	
estos	these	det	A1.1	
ese	that	det	A1.1	
esos	those	det	A1.1	
bajo	under	prep	A1.1	
¿qué?	what?	pron	A1.1	
¿quién?	who?	pron	A1.1	
¿dónde?	where?	pron	A1.1	
¿cuándo?	when?	pron	A1.1	
¿cómo?	how?	pron	A1.1	
¿por qué?	why?	phrase	A1.1	
¿cuánto	how much?	pron	A1.1	
¿cuántos	how many?	pron	A1.1	
¿cuál?	which?	pron	A1.1	
que	that	conj	A1.1	
si	if	conj	A1.1	
cuando	when	conj	A1.1	
bien	well	verb	A1.1	
aquí	here	verb	A1.1	
ahí	there	verb	A1.1	
allá	over there	verb	A1.1	
sí	yes	verb	A1.1	
también	also	verb	A1.1	
siempre	always	verb	A1.1	
nunca	never	verb	A1.1	
demasiado	too much, too many	verb	A1.1	
bueno	good	adj	A1.1	education|food
malo	bad	adj	A1.1	education|food
pequeño	small, little	adj	A1.1	home
nuevo	new	adj	A1.1	tech
viejo	old	adj	A1.1	health|tech
cero	zero	num	A1.1	
persona	person	noun	A1.1	
años	years	noun	A1.1	
email	email	noun	A1.1	tech
número	number	noun	A1.1	
llamarse	to be called, to be named	verb	A1.1	reflexive
cumplir	to turn (age)	verb	A1.1	
familia	family	noun	A1.1	society
papá	dad	noun	A1.1	society
mamá	mom	noun	A1.1	society
tío	uncle, aunt	noun	A1.1	society
primo	cousin	noun	A1.1	society
esposo	husband, wife	noun	A1.1	society
novio	boyfriend, girlfriend	noun	A1.1	society
bebé	baby	noun	A1.1	society
cuidar	to take care of	verb	A1.1	society
ayudar	to help	verb	A1.1	society|work
casado	married	adj	A1.1	society
soltero	single	adj	A1.1	society
divorciado	divorced	adj	A1.1	society
cuerpo	body	noun	A1.1	health
ojos	eyes	noun	A1.1	health
pelo	hair	noun	A1.1	health
cuello	neck	noun	A1.1	health
alto	tall	adj	A1.1	health
bajo	short	adj	A1.1	health
gordo	fat	adj	A1.1	health
delgado	thin	adj	A1.1	health
guapo	handsome, beautiful	adj	A1.1	health
bonito	pretty	adj	A1.1	health
feo	ugly	adj	A1.1	health
salud	health	noun	A1.1	health
emocionado	excited	adj	A1.1	health
sano	healthy	adj	A1.1	health
asustado	scared	adj	A1.1	health
doler	to hurt	verb	A1.1	health
descansar	to rest	verb	A1.1	health|media
color	color	noun	A1.1	colors
rojo	red	adj	A1.1	colors
amarillo	yellow	adj	A1.1	colors
morado	purple	adj	A1.1	colors
rosa	pink	adj	A1.1	colors
negro	black	adj	A1.1	colors
blanco	white	adj	A1.1	colors
parecer	to seem, to appear	verb	A1.1	colors
verse	to look (appear)	verb	A1.1	colors|reflexive
camiseta	t-shirt	noun	A1.1	
suéter	sweater	noun	A1.1	
cinturón	belt	noun	A1.1	
usar	to wear, to use	verb	A1.1	tech
cómodo	comfortable	adj	A1.1	home|travel
elegante	elegant	adj	A1.1	
largo	long	adj	A1.1	travel
corto	short	adj	A1.1	travel
casa	house	noun	A1.1	home
hogar	home	noun	A1.1	home
departamento	apartment	noun	A1.1	home
televisión	television	noun	A1.1	home|media|tech
estufa	stove	noun	A1.1	home
teléfono	telephone	noun	A1.1	home|tech
despertarse	to wake up	verb	A1.1	home|reflexive
levantarse	to get up	verb	A1.1	home|reflexive
bañarse	to bathe	verb	A1.1	home|reflexive
lavar	to wash	verb	A1.1	food|home
limpiar	to clean	verb	A1.1	home
limpio	clean	adj	A1.1	home
sucio	dirty	adj	A1.1	home
grande	big	adj	A1.1	home
adentro	inside	verb	A1.1	home
afuera	outside	verb	A1.1	home
arriba	upstairs	verb	A1.1	home
abajo	downstairs	verb	A1.1	home
comida	food, meal	noun	A1.1	food
huevos	eggs	noun	A1.1	food
naranja	orange	noun	A1.1	food
sopa	soup	noun	A1.1	food
pizza	pizza	noun	A1.1	food
hamburguesa	hamburger	noun	A1.1	food
café	coffee, café	noun	A1.1	food
jugo	juice	noun	A1.1	food
refresco	soft drink, soda	noun	A1.1	food
cerveza	beer	noun	A1.1	food
vino	wine	noun	A1.1	food
tomar	to drink, to take	verb	A1.1	food
rico	delicious, rich	adj	A1.1	food
sabroso	tasty	adj	A1.1	food
delicioso	delicious	adj	A1.1	food
dulce	sweet	adj	A1.1	food
salado	salty	adj	A1.1	food
fresco	fresh, cool	adj	A1.1	food|nature
rápido	quickly	verb	A1.1	food
lento	slowly	verb	A1.1	food
mucho	a lot	verb	A1.1	food
poco	little	verb	A1.1	food
momento	moment	noun	A1.1	time
mañana	morning	noun	A1.1	time
tarde	afternoon	noun	A1.1	time
madrugada	early morning, dawn	noun	A1.1	time
mediodía	noon	noun	A1.1	time
medianoche	midnight	noun	A1.1	time
hoy	today	verb	A1.1	time
ayer	yesterday	verb	A1.1	time
mañana	tomorrow	verb	A1.1	time
pasar	to spend (time), to pass	verb	A1.1	time
durar	to last	verb	A1.1	time
tardar	to take time	verb	A1.1	time
empezar	to start	verb	A1.1	time|work
esperar	to wait, to hope	verb	A1.1	time
temprano	early	verb	A1.1	time
tarde	late	verb	A1.1	time
rápido	fast, quick	adj	A1.1	tech|time|travel
lento	slow	adj	A1.1	tech|time|travel
puntual	punctual	adj	A1.1	time|work
tiempo	weather	noun	A1.1	nature
clima	climate	noun	A1.1	nature
calor	heat	noun	A1.1	nature
frío	cold	noun	A1.1	nature
nevar	to snow	verb	A1.1	nature
brillar	to shine	verb	A1.1	nature
soplar	to blow (wind)	verb	A1.1	nature
soleado	sunny	adj	A1.1	nature
nublado	cloudy	adj	A1.1	nature
lluvioso	rainy	adj	A1.1	nature
caliente	hot	adj	A1.1	food|nature
frío	cold	adj	A1.1	food|nature
agua	water	noun	A1.1	nature
jardín	garden	noun	A1.1	nature
transporte	transportation	noun	A1.1	travel
carro	car	noun	A1.1	travel
camión	truck	noun	A1.1	travel
partir	to depart	verb	A1.1	travel
manejar	to drive	verb	A1.1	travel
caminar	to walk	verb	A1.1	media|travel
volar	to fly	verb	A1.1	travel
subir	to get on, to go up, to upload	verb	A1.1	tech|travel
bajar	to get off, to go down	verb	A1.1	travel
rápidamente	quickly	verb	A1.1	health|travel
lentamente	slowly	verb	A1.1	health|travel
directamente	directly	verb	A1.1	travel
lugar	place	noun	A1.1	
pueblo	town	noun	A1.1	
centro	center, downtown	noun	A1.1	
calle	street	noun	A1.1	
supermercado	supermarket	noun	A1.1	
parque	park	noun	A1.1	
perderse	to get lost	verb	A1.1	reflexive
cerca	near, close	verb	A1.1	
lejos	far	verb	A1.1	
público	public	adj	A1.1	
privado	private	adj	A1.1	
empleo	job	noun	A1.1	education|work
jefe	boss	noun	A1.1	education|work
compañero	coworker	noun	A1.1	education|work
doctor	doctor	noun	A1.1	education|health
enfermero	nurse	noun	A1.1	education|health
maestro	teacher	noun	A1.1	education
profesor	teacher, professor	noun	A1.1	education
ingeniero	engineer	noun	A1.1	education
abogado	lawyer	noun	A1.1	education
vendedor	salesperson	noun	A1.1	education|work
cocinero	cook, chef	noun	A1.1	education|food
mesero	waiter, waitress	noun	A1.1	education|food
escuela	school	noun	A1.1	education|work
estudiante	student	noun	A1.1	education
pluma	pen	noun	A1.1	education
fácil	easy	adj	A1.1	education|tech
difícil	difficult	adj	A1.1	education|tech
interesante	interesting	adj	A1.1	education|media|travel
aburrido	boring	adj	A1.1	education|media
importante	important	adj	A1.1	education
diversión	fun	noun	A1.1	media
tiempo libre	free time	phrase	A1.1	media
baile	dance	noun	A1.1	media
juego	game	noun	A1.1	media
libro	book	noun	A1.1	education|media
guitarra	guitar	noun	A1.1	media
piano	piano	noun	A1.1	media
divertido	fun, funny	adj	A1.1	media|travel
emocionante	exciting	adj	A1.1	media|travel
frecuentemente	frequently	verb	A1.1	media
normalmente	normally	verb	A1.1	media|time
todos los días	every day	phrase	A1.1	media
Estados Unidos	United States	noun	A1.1	countries
Francia	France	noun	A1.1	countries
Inglaterra	England	noun	A1.1	countries
Italia	Italy	noun	A1.1	countries
Alemania	Germany	noun	A1.1	countries
China	China	noun	A1.1	countries
Japón	Japan	noun	A1.1	countries
Canadá	Canada	noun	A1.1	countries
Brasil	Brazil	noun	A1.1	countries
mexicano	Mexican	pron	A1.1	countries
estadounidense	American (US)	pron	A1.1	countries
chino	Chinese	pron	A1.1	countries
japonés	Japanese	pron	A1.1	countries
canadiense	Canadian	pron	A1.1	countries
brasileño	Brazilian	pron	A1.1	countries
argentino	Argentinian	pron	A1.1	countries
venir de	to come from	phrase	A1.1	countries
ser de	to be from	phrase	A1.1	countries
nacer	to be born	verb	A1.1	countries
hasta luego	see you later	interj	A1.1	society
hasta mañana	see you tomorrow	interj	A1.1	society
nos vemos	see you	interj	A1.1	society
¿Cómo estás?	how are you?	phrase	A1.1	society
¿Cómo está usted?	how are you? (formal)		A1.1	society
¿Qué tal?	how's it going?	phrase	A1.1	society
bien	fine, well	interj	A1.1	society
mal	bad, poorly	interj	A1.1	society
más o menos	so-so	interj	A1.1	society
regular	okay, regular	interj	A1.1	society
gracias	thank you	phrase	A1.1	society
disculpe	excuse me (formal)	phrase	A1.1	society
disculpa	excuse me (informal)	phrase	A1.1	society
perdón	sorry, pardon	phrase	A1.1	society
con permiso	excuse me (to pass)	phrase	A1.1	society
saludar	to greet	verb	A1.1	society
despedirse	to say goodbye	verb	A1.1	reflexive|society
conversar	to converse	verb	A1.1	society
preguntar	to ask	verb	A1.1	society
responder	to answer	verb	A1.1	society
agradecer	to thank	verb	A1.1	society
mí	me (after preposition)	prep	A2.1	
ti	you (after preposition)	prep	A2.1	
él	him (after preposition)	prep	A2.1	
ella	her (after preposition)	prep	A2.1	
nosotros	us (after preposition)	prep	A2.1	
ellos	them (after preposition)	prep	A2.1	
se	reflexive pronoun (all persons)	pron	A2.1	
que	that, which, who	pron	A2.1	
quien	who (after preposition)	pron	A2.1	
donde	where	verb	A2.1	
cuando	when	verb	A2.1	
como	how, as	verb	A2.1	
alguno	some, any	pron	A2.1	
ninguno	none, not any	pron	A2.1	
todo	all, everything	pron	A2.1	
varios	several	pron	A2.1	
dentro de	inside of	phrase	A2.1	
fuera de	outside of	phrase	A2.1	
encima de	on top of	phrase	A2.1	
debajo de	under, below	phrase	A2.1	
delante de	in front of	phrase	A2.1	
